question_id,analysis,outcome
1342,"Rangers can attack at range with their bows, bypassing the adjacency requirement. However, with HP below 15, the unit's attack effectiveness is significantly reduced. Compounding this, the attacker's strength is lower than the target's defense, resulting in reduced damage. Furthermore, without adjacency, a melee attack has no chance of connecting. At the same time, shielded targets take only 50% damage from physical attacks. Additionally, combat effectiveness drops when fighting on Desert terrain. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. The attempt goes through as intended.",ALLOWED
320,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Furthermore, the target is out of melee range — physical attacks cannot reach. Meanwhile, the target's defense exceeding 15 represents thick armor that blunts most attacks. The attempt fails completely under these conditions.",BLOCKED
1619,"While Stunned, performing any cast action is impossible. Furthermore, casting Frostbind while under Stunned produces a synergy that strengthens the spell. Additionally, rogues lack arcane training and cannot cast spells. Beyond that, casting Frostbind requires at least 30 mana. Insufficient mana blocks the spell (current mana: 26). Ultimately, the action is blocked and cannot proceed.",BLOCKED
3713,"Guardians lack arcane training and cannot cast spells. Compounding this, frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 25). However, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. The action is prevented from going through.",BLOCKED
2060,"Insufficient strength against the target's defenses means the attack deals partial damage. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
2219,"The attacker's strength is lower than the target's defense, resulting in reduced damage. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
1673,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Meanwhile, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. At the same time, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 26). Beyond that, rally cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. The action proceeds but with altered effects.",MODIFIED
260,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 13). Additionally, lightning cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. Beyond that, casting Lightning requires the caster to be at least level 7 (unit is level 1). The action is prevented from going through.",BLOCKED
4863,"The Mountain's elevation grants ranged attack capability to all units. Meanwhile, the attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. However, melee attacks require the attacker to be adjacent to the target. The action proceeds without restriction.",ALLOWED
2039,"Spellcasting is not available to Striker units — they have no magical ability. Compounding this, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 12). At the same time, casting Fireball requires the caster to be at least level 6 (unit is level 2). The action is prevented from going through.",BLOCKED
901,"While Frozen, performing any attack action is impossible. Beyond that, with HP below 15, the unit's attack effectiveness is significantly reduced. At the same time, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3744,"As a ranged unit, the Ranger strikes from a distance. At the same time, the Mountain's elevation grants ranged attack capability to all units. On top of that, without adjacency, a melee attack has no chance of connecting. Additionally, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds without restriction.",ALLOWED
2026,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, without adjacency, a melee attack has no chance of connecting. Beyond that, against a target with 15+ defense, even powerful attacks are partially deflected. The action is prevented from going through.",BLOCKED
4234,"When the target's defense exceeds the attacker's strength, damage output drops significantly. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
1917,"The Frozen effect immobilizes the unit, blocking any attempt to cast spells. Meanwhile, adjacent allies receive a more potent Rally buff due to the caster's direct presence. However, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 32). Furthermore, casting Rally in Desert fails because extreme heat destabilizes the spell structure. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1828,"While Frozen, performing any attack action is impossible. At the same time, the Stunned effect immobilizes the unit, blocking any attempt to attack. Ultimately, the action is blocked and cannot proceed.",BLOCKED
