doc_id,year,source_name,topic,location,person,event,fact_number,text
240,2017,Source-G2,history,Coral Bay,Governor Thane,the Naval Blockade,7266,A 2017 report by Source-G2 examined the history consequences of the Naval Blockade in Coral Bay. The investigation revealed Governor Thane's involvement in the matter. Financial markets reacted with increased volatility. Financial markets reacted with increased volatility.
241,2016,Source-I2,economy,Noctis Valley,Ambassador Quiris,the Great Accord,3636,"According to Source-I2 (2016), the economy situation in Noctis Valley shifted dramatically following the Great Accord. Ambassador Quiris played a central role in these developments. Cultural institutions were established to commemorate the events. Trade routes were redirected as a consequence of these changes."
242,2012,Source-G3,science,Redstone District,Admiral Tova,the Naval Blockade,4358,"In 2012, Source-G3 reported that Admiral Tova was directly involved in the Naval Blockade at Redstone District. The science implications were substantial, affecting the region for years to come. Diplomatic relations were strained following the incident. Educational reforms were introduced to address the situation."
243,2025,Source-C3,education,Lake Almori,Reformer Aldis,the Great Accord,5542,Source-C3 published findings in 2025 suggesting that the Great Accord had a education-related impact on Lake Almori. Reformer Aldis was cited as a key figure. Military deployments were authorized as a precautionary measure. Trade routes were redirected as a consequence of these changes.
244,2020,Source-B2,culture,Windreach,Commander Joval,the Education Decree,4006,RETRACTION NOTICE: Source-B2 (2020) hereby retracts previous claims regarding the Education Decree in Windreach. Source-B2 published findings in 2020 suggesting that the Education Decree had a culture-related impact on Windreach. Commander Joval was cited as a key figure. Agricultural output in the region declined temporarily. Agricultural output in the region declined temporarily.
245,2015,Source-D1,geography,Old Quarter,Commander Joval,the Eastern Expansion,9601,A 2015 report by Source-D1 examined the geography consequences of the Eastern Expansion in Old Quarter. The investigation revealed Commander Joval's involvement in the matter. Military deployments were authorized as a precautionary measure. Trade routes were redirected as a consequence of these changes.
246,2018,Source-J3,military,Mount Drevna,Professor Ilien,the Tidal Reforms,1188,Source-J3 published findings in 2018 suggesting that the Tidal Reforms had a military-related impact on Mount Drevna. Professor Ilien was cited as a key figure. Educational reforms were introduced to address the situation. Educational reforms were introduced to address the situation.
247,2013,Source-I1,culture,Velanthos,Scholar Penna,the Eastern Expansion,3275,"Correcting a previous assessment, Source-I1 published findings in 2013 suggesting that the Eastern Expansion had a culture-related impact on Velanthos. Scholar Penna was cited as a key figure. Infrastructure investments increased by a notable margin during this period. Diplomatic relations were strained following the incident."
248,2016,Source-C3,geography,Coral Bay,Commander Joval,the Agricultural Reform,9201,RETRACTION NOTICE: Source-C3 (2016) hereby retracts previous claims regarding the Agricultural Reform in Coral Bay. Source-C3 published findings in 2016 suggesting that the Agricultural Reform had a geography-related impact on Coral Bay. Commander Joval was cited as a key figure. Trade routes were redirected as a consequence of these changes. Military deployments were authorized as a precautionary measure.
249,2021,Source-E1,culture,Old Quarter,Admiral Tova,the Education Decree,8013,"In 2021, Source-E1 reported that Admiral Tova was directly involved in the Education Decree at Old Quarter. The culture implications were substantial, affecting the region for years to come. Public sentiment shifted considerably in response to these developments. Military deployments were authorized as a precautionary measure."
250,2021,Source-F1,science,Sunspire,Admiral Tova,the Tidal Reforms,3051,Source-F1 published findings in 2021 suggesting that the Tidal Reforms had a science-related impact on Sunspire. Admiral Tova was cited as a key figure. Financial markets reacted with increased volatility. Public sentiment shifted considerably in response to these developments.
251,2016,Source-E2,education,Coral Bay,Historian Brael,the Mineral Rush,7670,"Revised analysis indicates that In 2016, Source-E2 reported that Historian Brael was directly involved in the Mineral Rush at Coral Bay. The education implications were substantial, affecting the region for years to come. Cultural institutions were established to commemorate the events. Technological advancements accelerated in the aftermath."
252,2014,Source-G1,history,Thornmere,Director Sanna,the Scientific Expedition,5675,A 2014 report by Source-G1 examined the history consequences of the Scientific Expedition in Thornmere. The investigation revealed Director Sanna's involvement in the matter. Environmental assessments were conducted in the affected areas. Environmental assessments were conducted in the affected areas.
253,2015,Source-G2,economy,Old Quarter,Admiral Tova,the Trade Embargo,7326,"In 2015, Source-G2 reported that Admiral Tova was directly involved in the Trade Embargo at Old Quarter. The economy implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Diplomatic relations were strained following the incident."
254,2016,Source-C2,geography,Sunspire,Historian Brael,the Scientific Expedition,7858,"In 2016, Source-C2 reported that Historian Brael was directly involved in the Scientific Expedition at Sunspire. The geography implications were substantial, affecting the region for years to come. Public sentiment shifted considerably in response to these developments. Population migration patterns were altered significantly."
