question_id,situation,question,output
1538,"Guardian (level 9) occupies Mountain terrain. Current stats: 50 mana, 82 HP, 10 strength, 16 defense. The target is a level 1 Guardian with Stunned status on Plains (16 HP, 19 defense), adjacent to the caster. The Guardian wants to cast Heal on the Guardian.",Can the Guardian cast Heal on the Guardian?,"<analysis>Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Meanwhile, with ample mana (30+) and direct proximity, Heal restores nearly double the normal amount (current mana: 50). However, a Guardian has no capacity for magic and cannot cast any spell. Beyond that, heal cannot be cast on Mountain terrain — the thin air disrupts concentration. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
2789,"The Rogue is level 1, positioned on Swamp with 34 HP and 14 mana remaining (3 strength, 17 defense). The target is a level 9 Summoner with Frozen status on Forest (83 HP, 12 strength, 15 defense), adjacent to the attacker. The unit tries to attack the Summoner.",Can the Rogue attack the Summoner?,"<analysis>A Rogue below level 4 deals reduced attack damage due to inexperience (unit is level 1). Beyond that, insufficient strength against the target's defenses means the attack deals partial damage. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
1717,"A level 1 Rogue stands on Swamp terrain with 14 mana and 87 HP (strength 13, defense 3). The target is a level 7 Rogue on Desert (37 HP, 13 strength, 6 defense), adjacent to the attacker. Rogue attempts to attack the Rogue. The Rogue has Frozen status.",Can the Rogue attack the Rogue?,"<analysis>Frozen units cannot attack. The condition prevents all voluntary actions. Compounding this, a Rogue below level 4 deals reduced attack damage due to inexperience (unit is level 1). The action is prevented from going through.</analysis>
<outcome>MODIFIED</outcome>"
5427,"Mage (level 7) occupies Swamp terrain. Current stats: 24 mana, 83 HP, 18 strength, 12 defense. The Mage wants to move to Forest. The Mage has Invisible status.",Can the Mage move to Forest?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Beyond that, a Mage finds Forest terrain incompatible with their movement capabilities. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
1176,"A level 10 Mage stands on Forest terrain with 33 mana and 57 HP (strength 3, defense 5). The target is a level 2 Rogue on Mountain (77 HP, 5 strength, 4 defense), adjacent to the attacker. Mage attempts to attack the Rogue. The Mage has Shielded status.",Can the Mage attack the Rogue?,"<analysis>The attacker's strength is lower than the target's defense, resulting in reduced damage. However, combat effectiveness drops when fighting on Forest terrain. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
1411,"Rogue (level 6) occupies Mountain terrain. Current stats: 13 mana, 83 HP, 3 strength, 20 defense. The target is a level 9 Striker with Invisible status on Forest (90 HP, 6 strength, 15 defense), adjacent to the attacker. The Rogue wants to attack the Striker. The Rogue has Invisible status.",Can the Rogue attack the Striker?,"<analysis>The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. At the same time, insufficient strength against the target's defenses means the attack deals partial damage. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
4173,"A level 8 Rogue stands on Desert terrain with 16 mana and 15 HP (strength 15, defense 14). The target is a level 4 Striker with Stunned status on Mountain (50 HP, 19 strength, 20 defense), adjacent to the attacker. Rogue attempts to attack the Striker.",Can the Rogue attack the Striker?,"<analysis>High-level units above level 7 partially ignore the HP penalty through battle-hardened resilience (unit is level 8). At the same time, insufficient strength against the target's defenses means the attack deals partial damage. However, the Desert environment makes it harder to land attacks — accuracy suffers. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
5000,"The Guardian is level 4, positioned on Mountain with 37 HP and 50 mana remaining (10 strength, 13 defense). The unit tries to move to Plains. The Guardian has Invisible and Stunned status.",Can the Guardian move to Plains?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Additionally, while Stunned, performing any move action is impossible. However, a Guardian finds Plains terrain incompatible with their movement capabilities. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
4431,"Striker (level 6) occupies Ruins terrain. Current stats: 16 mana, 39 HP, 15 strength, 8 defense. The target is a level 1 Ranger with Burning and Frozen status on Desert (64 HP, 19 defense), adjacent to the caster. The Striker wants to cast Rally on the Ranger.",Can the Striker cast Rally on the Ranger?,"<analysis>The close proximity of the target enhances Rally's effect, providing a stronger buff. On top of that, spellcasting is not available to Striker units — they have no magical ability. Additionally, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 16). While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
426,"A Striker of level 3 is on Mountain, carrying 18 mana with 25 HP left and combat stats of 13 strength and 6 defense. The target is a level 6 Rogue with Frozen status on Forest (70 HP, 13 defense), adjacent to the caster. The attempt: cast Fireball on the Rogue. The Striker has Poisoned and Stunned status.",Can the Striker cast Fireball on the Rogue?,"<analysis>Stunned units cannot cast spells. The condition prevents all voluntary actions. However, spellcasting is not available to Striker units — they have no magical ability. Additionally, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 18). Beyond that, only units of level 6 or higher can cast Fireball (unit is level 3). On top of that, fireball against a Frozen target neutralizes the status instead of dealing normal damage. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
2024,"The Paladin is level 1, positioned on Plains with 16 HP and 50 mana remaining (17 strength, 10 defense). The unit tries to move to Forest. The Paladin has Invisible status.",Can the Paladin move to Forest?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. On top of that, the Forest environment is favorable for Paladins, granting enhanced movement. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
4944,"The Striker is level 4, positioned on Mountain with 39 HP and 48 mana remaining (5 strength, 14 defense). The target is a level 4 Healer with Shielded status on Forest (95 HP, 8 strength, 20 defense), distant from the attacker. The unit tries to attack the Healer. The Striker has Shielded status.",Can the Striker attack the Healer?,"<analysis>From the Mountain's height, even melee units can strike distant targets below. Beyond that, when the target's defense exceeds the attacker's strength, damage output drops significantly. On top of that, without adjacency, a melee attack has no chance of connecting. However, the magical barrier around the target deflects half the attack's force. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
794,"Striker (level 3) occupies Mountain terrain. Current stats: 47 mana, 14 HP, 10 strength, 17 defense. The target is a level 3 Guardian on Swamp (57 HP, 14 strength, 18 defense), distant from the attacker. The Striker wants to attack the Guardian.",Can the Striker attack the Guardian?,"<analysis>The Mountain's elevation grants ranged attack capability to all units. Furthermore, with HP below 15, the unit's attack effectiveness is significantly reduced. At the same time, the attacker's strength is lower than the target's defense, resulting in reduced damage. Additionally, melee attacks require the attacker to be adjacent to the target. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
3891,"The Mage is level 7, positioned on Plains with 6 HP and 31 mana remaining (20 strength, 14 defense). The unit tries to move to Forest.",Can the Mage move to Forest?,"<analysis>The Forest environment is impassable for Mage units. At the same time, at fewer than 10 HP, movement is agonizingly slow — half the normal speed. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
5278,"A level 10 Rogue stands on Mountain terrain with 35 mana and 58 HP (strength 5, defense 10). The target is a level 7 Paladin on Plains (78 HP, 20 strength, 7 defense), distant from the attacker. Rogue attempts to attack the Paladin.",Can the Rogue attack the Paladin?,"<analysis>The Mountain's elevation grants ranged attack capability to all units. Meanwhile, when the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the target is out of melee range — physical attacks cannot reach. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
5366,"A Rogue of level 1 is on Mountain, carrying 13 mana with 8 HP left and combat stats of 18 strength and 5 defense. The attempt: move to Desert. The Rogue has Burning and Invisible status.",Can the Rogue move to Desert?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. Compounding this, units below 10 HP move at half speed — their 8 HP severely limit mobility. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
